REVENUE,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,CANCELLATIONS_AFTER_NOON,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,LATE_DELIVERIES,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,AVG_MEAN_RATING,TOTAL_PHOTOS_VIEWED
3600.00,Jorquen,jorquen@protonmail.com,Jorquen,Jorquen,83,7,5,9,252.00,0,5,2,14,0,104.50,7,2.6,290
2925.00,Simon Leygood,simon.leygood@msn.com,Simon,Leygood,76,7,5,2,231.20,3,5,2,45,0,156.96,6,2.6,210
3600.00,Trystane Martell,trystane.martell@exxon.com,Trystane,Martell,108,9,5,7,250.10,3,6,2,0,0,127.29,7,2.6,466
6100.00,Willem Frey,willem.frey@caterpillar.com,Willem,Frey,278,8,5,3,267.40,4,5,1,12,0,134.93,6,2.6,472
5887.50,Dywen,dywen@gmail.com,Dywen,Dywen,88,9,5,8,212.10,0,5,2,5,7,146.50,6,2.4,315
5587.50,Qyle,qyle@me.com,Qyle,Qyle,101,10,5,10,307.80,0,6,1,0,13,107.57,7,2.4,422
3885.00,Bethany Rosby,bethany.rosby@yahoo.com,Bethany,Rosby,283,8,5,2,200.70,1,5,2,48,0,108.03,8,2.4,160
3165.00,Catelyn Bracken,catelyn.bracken@me.com,Catelyn,Bracken,114,10,5,2,200.40,0,5,1,47,0,138.91,6,2.4,12
4410.00,High Sparrow,high.sparrow@merck.com,High,Sparrow,107,10,5,9,295.60,2,5,1,0,0,131.69,9,2.4,502
4335.00,Robert Brax (son of Flement),robert.brax.(son.of.flement)@apple.com,Robert,Brax ,136,9,5,6,186.60,2,6,2,0,0,93.10,5,2.4,492
3840.00,Tom Costayne,tom.costayne@yahoo.com,Tom,Costayne,72,8,5,7,234.00,2,5,1,0,0,144.11,7,2.4,402
3630.00,Willow Heddle,willow.heddle@passport.com,Willow,Heddle,73,10,5,7,217.20,4,5,2,5,0,108.00,6,2.4,295
3045.00,Puckens,puckens@gmail.com,Puckens,Puckens,101,9,5,5,205.20,1,6,1,0,11,102.25,5,2.1,7
3487.50,Qarl the Thrall,qarl.the.thrall@gmail.com,Qarl,the Thrall,100,8,5,3,300.50,1,5,1,13,0,29.80,7,2.1,10
3675.00,Mortimer Boggs,mortimer.boggs@protonmail.com,Mortimer,Boggs,294,7,5,4,284.00,2,6,2,0,0,119.11,6,1.6,168
850.00,Harren Half-Hoare,harren.half-hoare@amex.com,Harren,Half-Hoare,13,11,5,10,79.60,0,6,1,6,0,83.77,2,5.0,12
1080.00,Sam Stoops,sam.stoops@gmail.com,Sam,Stoops,12,11,5,10,99.60,0,6,2,11,0,133.07,4,5.0,19
1500.00,Spare Boot,spare.boot@pfizer.com,Spare,Boot,46,6,5,2,156.60,1,6,2,0,5,91.00,5,4.7,11
1220.00,Doreah,doreah@protonmail.com,Doreah,Doreah,45,4,5,2,90.00,2,5,1,14,0,101.19,3,4.7,31
1280.00,Erren Florent,erren.florent@protonmail.com,Erren,Florent,99,5,5,3,104.10,2,5,2,9,0,69.50,4,4.7,20
1320.00,Harsley,harsley@yahoo.com,Harsley,Harsley,30,3,5,2,126.80,1,5,2,0,0,72.00,5,4.7,200
1256.00,Lancel Lannister,lancel.lannister@travelers.com,Lancel,Lannister,33,5,5,8,107.90,0,6,1,14,0,49.90,3,4.7,19
576.00,Minisa Whent,minisa.whent@gmail.com,Minisa,Whent,16,12,5,5,81.00,3,5,1,9,0,207.80,2,4.7,19
1649.00,Victor Tyrell,victor.tyrell@travelers.com,Victor,Tyrell,118,5,5,8,167.20,0,5,2,8,0,54.00,4,4.7,7
1050.00,Bhakaz zo Loraq,bhakaz.zo.loraq@aol.com,Bhakaz,zo Loraq,12,11,5,4,137.40,1,6,2,5,4,57.00,4,4.5,5
520.00,Donel Greyjoy,donel.greyjoy@verizon.com,Donel,Greyjoy,16,12,5,6,72.90,3,5,1,6,6,42.30,3,4.5,10
980.00,Halys Hornwood,halys.hornwood@passport.com,Halys,Hornwood,14,12,5,5,152.90,1,6,1,34,6,87.05,7,4.5,10
1300.00,Steffon Varner,steffon.varner@gmail.com,Steffon,Varner,94,6,5,4,87.40,2,6,1,0,6,96.58,3,4.5,3
1449.00,Johanna Swann,johanna.swann@dupont.com,Johanna,Swann,34,5,5,7,96.00,3,5,2,8,7,86.39,4,4.5,14
899.00,Ysilla,ysilla@protonmail.com,Ysilla,Ysilla,15,12,5,6,86.90,0,6,0,52,7,97.22,1,4.5,15
790.00,Hugo Vance,hugo.vance@protonmail.com,Hugo,Vance,12,12,5,7,89.60,1,6,1,0,8,60.40,2,4.5,3
1655.00,Butterbumps,butterbumps@yahoo.com,Butterbumps,Butterbumps,106,7,5,6,166.10,4,6,2,0,9,105.00,6,4.5,16
1190.00,Davos Seaworth,davos.seaworth@hotmail.com,Davos,Seaworth,40,6,5,10,120.00,1,6,1,5,12,82.55,5,4.5,7
1195.00,Arrec Durrandon,arrec.durrandon@gmail.com,Arrec,Durrandon,36,5,5,10,92.30,1,5,2,28,15,76.51,3,4.5,6
1250.00,Aegor Rivers,aegor.rivers@gmail.com,Aegor,Rivers,57,6,5,2,91.20,0,5,2,10,0,84.21,3,4.5,6
1190.00,Albett,albett@gmail.com,Albett,Albett,37,5,5,3,128.80,0,5,2,13,0,31.00,3,4.5,17
830.00,Alfyn,alfyn@yahoo.com,Alfyn,Alfyn,15,12,5,3,83.50,1,6,1,3,0,106.25,3,4.5,15
1169.00,Branston Cuy,branston.cuy@gmail.com,Branston,Cuy,35,8,5,7,111.10,8,5,2,2,0,67.00,3,4.5,12
1330.00,Gerold Grafton,gerold.grafton@pg.com,Gerold,Grafton,76,6,5,1,104.00,1,5,1,0,0,231.30,3,4.5,14
1095.00,Gerris Drinkwater,gerris.drinkwater@yahoo.com,Gerris,Drinkwater,12,12,5,3,93.60,2,6,1,0,0,226.16,3,4.5,9
1305.00,Grubbs,grubbs@yahoo.com,Grubbs,Grubbs,110,5,5,8,81.60,0,5,1,38,0,71.00,3,4.5,6
1220.00,Hodor,hodor@protonmail.com,Hodor,Hodor,26,4,5,2,86.40,2,6,1,0,0,93.79,3,4.5,4
800.00,Medwick Tyrell,medwick.tyrell@msn.com,Medwick,Tyrell,13,11,5,3,92.40,1,5,2,4,0,118.80,3,4.5,7
1610.00,Melaquin,melaquin@protonmail.com,Melaquin,Melaquin,41,3,5,2,147.90,1,6,2,0,0,106.44,6,4.5,3
1380.00,Myles Mooton,myles.mooton@live.com,Myles,Mooton,36,6,5,3,118.30,3,5,1,0,0,75.00,4,4.5,6
1150.00,Pyg,pyg@disney.com,Pyg,Pyg,107,4,5,7,121.60,0,6,1,7,0,53.20,4,4.5,14
970.00,Qyburn,qyburn@yahoo.com,Qyburn,Qyburn,13,11,5,5,134.40,1,5,2,12,0,10.33,4,4.5,3
1430.00,Reysen,reysen@mcdonalds.com,Reysen,Reysen,62,5,5,10,121.40,2,6,1,4,0,113.55,3,4.5,196
1550.00,Roryn Drumm,roryn.drumm@amex.com,Roryn,Drumm,39,8,5,4,121.50,1,6,2,1,0,122.00,4,4.5,176
1310.00,Steffon Seaworth,steffon.seaworth@caterpillar.com,Steffon,Seaworth,47,6,5,3,106.20,0,6,1,37,0,87.28,4,4.5,80
1380.00,Tyana Wylde,tyana.wylde@protonmail.com,Tyana,Wylde,32,3,5,8,114.30,1,5,2,0,0,73.11,3,4.5,6
1050.00,Viserys Plumm,viserys.plumm@yahoo.com,Viserys,Plumm,14,12,5,10,98.80,2,5,1,51,0,18.74,3,4.5,6
1060.00,Waltyr Frey,waltyr.frey@gmail.com,Waltyr,Frey,11,11,5,7,98.70,1,5,2,0,0,20.69,3,4.5,127
1314.00,Ardrian Celtigar,ardrian.celtigar@hotmail.com,Ardrian,Celtigar,31,5,5,2,114.40,1,6,1,0,5,102.00,4,4.2,13
1560.00,Bannen,bannen@cisco.com,Bannen,Bannen,106,3,5,9,172.80,3,6,1,13,5,118.99,5,4.2,12
1125.00,Theon Greyjoy,theon.greyjoy@gmail.com,Theon,Greyjoy,115,5,5,10,92.40,0,6,2,3,7,152.83,4,4.2,3
1579.00,Ambrose Butterwell,ambrose.butterwell@protonmail.com,Ambrose,Butterwell,58,5,5,8,144.20,0,6,2,9,0,94.50,5,4.2,243
1335.00,Danwell Frey,danwell.frey@protonmail.com,Danwell,Frey,51,5,5,5,86.40,1,5,1,10,0,155.23,3,4.2,6
550.00,Edmyn Tully,edmyn.tully@gmail.com,Edmyn,Tully,16,12,5,10,79.60,0,5,2,0,0,44.36,3,4.2,20
1160.00,Frynne,frynne@hotmail.com,Frynne,Frynne,29,5,5,7,88.20,1,5,1,35,0,111.56,2,4.2,52
1305.00,Jonos Frey,jonos.frey@aol.com,Jonos,Frey,87,4,5,10,120.00,2,5,2,11,0,109.67,4,4.2,18
995.00,Josmyn Peckledon,josmyn.peckledon@protonmail.com,Josmyn,Peckledon,13,11,5,3,79.20,0,5,2,8,0,82.20,3,4.2,8
1370.00,Likely Luke,likely.luke@aol.com,Likely,Luke,99,7,5,3,165.40,1,6,1,10,0,42.60,5,4.2,13
765.00,Mallador Locke,mallador.locke@live.com,Mallador,Locke,13,11,5,2,225.60,6,6,1,3,0,90.45,10,4.2,4
1350.00,Pollitor,pollitor@yahoo.com,Pollitor,Pollitor,29,7,5,7,146.90,0,6,2,0,0,111.20,5,4.2,3
1470.00,Rugen,rugen@merck.com,Rugen,Rugen,122,6,5,10,137.40,0,6,2,10,0,118.82,5,4.2,212
1230.00,Ryman Frey,ryman.frey@yahoo.com,Ryman,Frey,28,4,5,4,131.90,0,5,1,10,0,113.34,3,4.2,18
1445.00,Uthor Underleaf,uthor.underleaf@gmail.com,Uthor,Underleaf,87,8,5,1,107.40,2,6,2,39,0,112.79,4,4.2,3
1650.00,Wat (Standfast),wat.(standfast)@ibm.com,Wat,,63,5,5,4,177.40,0,6,1,12,0,160.00,6,4.2,19
1027.00,Willem Darry,willem.darry@gmail.com,Willem,Darry,15,12,5,1,117.80,2,5,1,0,0,89.12,5,4.2,20
1800.00,Willam Dustin,willam.dustin@gmail.com,Willam,Dustin,44,6,5,5,152.30,1,5,1,41,3,109.61,5,3.9,160
1530.00,Lanna,lanna@verizon.com,Lanna,Lanna,35,5,5,8,164.70,2,5,2,9,5,100.32,4,3.9,3
1176.00,Lothar,lothar@homedepot.com,Lothar,Lothar,41,3,5,8,89.40,1,5,1,0,5,78.80,3,3.9,20
1130.00,Cassana Estermont,cassana.estermont@exxon.com,Cassana,Estermont,29,7,5,2,121.60,3,6,1,11,7,96.00,3,3.9,200
1140.00,Dontos Hollard,dontos.hollard@caterpillar.com,Dontos,Hollard,51,2,5,3,103.90,2,5,1,6,7,82.46,4,3.9,12
1650.00,Mors Martell,mors.martell@msn.com,Mors,Martell,63,6,5,4,207.10,3,6,1,1,7,148.84,7,3.9,366
700.00,Sefton Staunton,sefton.staunton@pfizer.com,Sefton,Staunton,12,12,5,3,89.20,2,6,1,0,9,52.60,3,3.9,15
1735.00,Griffin King,griffin.king@travelers.com,Griffin,King,103,7,5,9,125.80,0,6,1,31,11,68.97,4,3.9,12
400.00,Mord,mord@verizon.com,Mord,Mord,15,11,5,9,131.70,2,6,1,2,12,88.00,4,3.9,19
1810.00,Durran,durran@gmail.com,Durran,Durran,48,8,5,10,148.60,3,6,1,14,13,74.41,5,3.9,170
1495.00,Willis Fell,willis.fell@merck.com,Willis,Fell,40,8,5,3,98.80,0,6,2,0,15,92.40,4,3.9,20
930.00,Aggo,aggo@protonmail.com,Aggo,Aggo,14,12,5,3,114.20,2,5,2,0,0,51.00,4,3.9,444
910.00,Aubrey Ambrose,aubrey.ambrose@yahoo.com,Aubrey,Ambrose,14,12,5,5,98.80,2,6,2,2,0,16.96,3,3.9,7
1295.00,Bors,bors@cocacola.com,Bors,Bors,31,6,5,3,132.80,0,6,1,7,0,68.00,4,3.9,8
995.00,Brusco,brusco@yahoo.com,Brusco,Brusco,16,11,5,8,91.20,3,5,1,1,0,79.92,3,3.9,10
1255.00,Cley Cerwyn,cley.cerwyn@passport.com,Cley,Cerwyn,44,2,5,1,136.30,3,6,1,4,0,73.40,4,3.9,3
1207.00,Clydas,clydas@cocacola.com,Clydas,Clydas,51,6,5,10,89.40,4,5,1,0,0,59.85,3,3.9,11
1737.00,Craghas Drahar,craghas.drahar@visa.com,Craghas,Drahar,85,6,5,3,122.40,2,5,1,8,0,29.00,2,3.9,76
1420.00,Donnel Hill,donnel.hill@exxon.com,Donnel,Hill,45,6,5,6,91.20,0,6,2,0,0,74.68,3,3.9,19
1599.00,Ezzelyno,ezzelyno@cocacola.com,Ezzelyno,Ezzelyno,60,6,5,1,156.00,0,6,2,14,0,136.00,5,3.9,5
1195.00,Farlen,farlen@unitedhealth.com,Farlen,Farlen,62,6,5,1,130.20,4,6,1,9,0,205.60,4,3.9,268
1440.00,Gelmarr,gelmarr@yahoo.com,Gelmarr,Gelmarr,34,4,5,3,120.00,2,5,2,14,0,107.00,4,3.9,18
1189.00,Gwynesse Harlaw,gwynesse.harlaw@gmail.com,Gwynesse,Harlaw,100,5,5,4,73.20,0,6,1,1,0,75.00,2,3.9,8
1075.00,Harlon Botley,harlon.botley@aol.com,Harlon,Botley,15,11,5,3,237.20,1,5,2,5,0,65.00,9,3.9,20
1840.00,Harys Swyft,harys.swyft@boeing.com,Harys,Swyft,116,7,5,1,145.60,1,6,2,7,0,109.28,6,3.9,13
1270.00,Jeffory Norcross,jeffory.norcross@msn.com,Jeffory,Norcross,49,7,5,7,128.50,2,6,1,14,0,86.35,4,3.9,6
1370.00,Murch,murch@protonmail.com,Murch,Murch,40,7,5,4,86.00,0,5,1,8,0,91.40,2,3.9,3
3480.00,Nettles,nettles@protonmail.com,Nettles,Nettles,108,8,5,10,157.70,0,6,1,8,0,72.41,4,3.9,394
1569.00,Osbert Serry,osbert.serry@dupont.com,Osbert,Serry,56,4,5,9,141.20,2,5,1,0,0,88.99,4,3.9,20
1375.00,Philip Plumm,philip.plumm@jnj.com,Philip,Plumm,32,6,5,5,134.40,1,5,2,13,0,145.75,5,3.9,541
1480.00,Poetess,poetess@gmail.com,Poetess,Poetess,61,7,5,7,107.50,0,6,1,45,0,113.35,4,3.9,12
2760.00,Robert Frey (son of Raymund),robert.frey.(son.of.raymund)@gmail.com,Robert,Frey ,100,5,5,2,208.40,1,5,2,6,0,108.42,6,3.9,10
3363.00,Selyse Florent,selyse.florent@protonmail.com,Selyse,Florent,123,8,5,1,148.30,2,5,1,12,0,197.62,2,3.9,7
2625.00,Terrence Toyne,terrence.toyne@live.com,Terrence,Toyne,206,6,5,5,190.60,1,6,1,19,0,169.00,4,3.9,420
1450.00,Timeon,timeon@verizon.com,Timeon,Timeon,33,7,5,10,99.00,3,6,2,14,0,92.45,3,3.9,11
1620.00,Violet,violet@live.com,Violet,Violet,104,7,5,5,120.40,2,6,1,14,0,45.00,3,3.9,320
1600.00,Walton Frey,walton.frey@passport.com,Walton,Frey,116,7,5,7,125.20,2,5,1,8,0,21.60,2,3.9,212
1750.00,Will (Standfast),will.(standfast)@protonmail.com,Will,,50,6,5,8,174.30,0,5,2,28,0,114.00,5,3.9,365
1639.00,Jarl,jarl@exxon.com,Jarl,Jarl,103,7,5,9,148.20,1,5,2,37,4,84.25,5,3.7,170
1748.00,Raymun Darry,raymun.darry@me.com,Raymun,Darry,116,5,5,10,172.10,1,6,2,0,4,88.36,6,3.7,289
1800.00,Tristifer V Mudd,tristifer.v.mudd@yahoo.com,Tristifer,V Mudd,106,6,5,10,125.60,1,5,2,52,5,177.65,4,3.7,228
1530.00,Kraznys mo Nakloz,kraznys.mo.nakloz@boeing.com,Kraznys,mo Nakloz,39,5,5,2,152.00,0,6,2,2,6,90.00,5,3.7,164
1520.00,Dale Seaworth,dale.seaworth@protonmail.com,Dale,Seaworth,103,5,5,7,112.60,2,6,1,39,7,80.00,3,3.7,12
1804.00,Gendry,gendry@yahoo.com,Gendry,Gendry,85,8,5,1,146.50,4,6,2,8,8,82.02,5,3.7,9
3090.00,Edwyn Frey,edwyn.frey@chevron.com,Edwyn,Frey,212,9,5,1,194.70,1,6,2,0,9,120.52,6,3.7,20
1870.00,Alyn Estermont,alyn.estermont@aol.com,Alyn,Estermont,42,6,5,10,169.00,1,5,2,13,18,91.87,5,3.7,18
3300.00,Armond Caswell,armond.caswell@msn.com,Armond,Caswell,158,9,5,6,168.40,4,6,2,12,0,89.49,4,3.7,616
1050.00,Baelor Blacktyde,baelor.blacktyde@nike.com,Baelor,Blacktyde,15,11,5,2,89.60,1,4,2,0,0,116.22,3,3.7,12
855.00,Bellena Hawick,bellena.hawick@msn.com,Bellena,Hawick,14,12,5,2,109.20,0,5,2,3,0,159.34,3,3.7,3
1495.00,Benjen Stark (Sweet),benjen.stark.(sweet)@msn.com,Benjen,Stark ,85,3,5,2,196.20,0,4,2,12,0,73.94,7,3.7,17
1550.00,Colin Florent,colin.florent@protonmail.com,Colin,Florent,104,5,5,7,109.40,5,5,1,0,0,107.52,3,3.7,216
1799.00,Daenerys Targaryen (daughter of Aegon IV),daenerys.targaryen.(daughter.of.aegon.iv)@hotmail.com,Daenerys,Targaryen ,40,8,5,9,123.40,1,5,1,26,0,115.49,5,3.7,11
1034.00,Dan,dan@passport.com,Dan,Dan,13,11,5,6,98.70,4,5,1,6,0,24.80,3,3.7,359
3685.50,Dancy,dancy@protonmail.com,Dancy,Dancy,101,8,5,8,164.80,7,5,2,9,0,44.43,3,3.7,186
1810.00,Dunaver,dunaver@nike.com,Dunaver,Dunaver,107,6,5,6,133.70,4,6,1,0,0,34.60,3,3.7,14
4725.00,Falena Stokeworth,falena.stokeworth@yahoo.com,Falena,Stokeworth,86,9,5,6,278.60,1,6,2,3,0,103.25,8,3.7,568
1190.00,Galyeon of Cuy,galyeon.of.cuy@gmail.com,Galyeon,of Cuy,27,6,5,6,125.20,1,6,2,0,0,100.00,4,3.7,16
1540.00,Garth Greenfield,garth.greenfield@protonmail.com,Garth,Greenfield,71,4,5,1,124.60,3,5,1,0,0,203.03,4,3.7,19
1765.00,Garth of Greenaway,garth.of.greenaway@yahoo.com,Garth,of Greenaway,120,7,5,5,141.40,2,6,1,0,0,109.29,4,3.7,11
1780.00,Gilwood Hunter,gilwood.hunter@cisco.com,Gilwood,Hunter,98,7,5,2,112.80,1,7,1,10,0,107.80,3,3.7,216
1460.00,Grance Morrigen,grance.morrigen@gmail.com,Grance,Morrigen,31,8,5,7,139.20,0,6,1,6,0,25.80,3,3.7,13
1865.00,Harwood Stout,harwood.stout@apple.com,Harwood,Stout,47,6,5,10,144.50,1,6,2,0,0,100.50,4,3.7,50
1790.00,Hotho Harlaw,hotho.harlaw@jnj.com,Hotho,Harlaw,83,4,5,2,180.00,1,5,1,8,0,203.03,5,3.7,16
1750.00,Jothos Slynt,jothos.slynt@passport.com,Jothos,Slynt,49,9,5,8,137.40,1,6,2,0,0,118.84,6,3.7,16
1137.00,Larra Blackmont,larra.blackmont@hotmail.com,Larra,Blackmont,57,3,5,5,151.30,0,5,1,25,0,77.07,6,3.7,16
2880.00,Mollos,mollos@cocacola.com,Mollos,Mollos,151,8,5,8,235.80,2,5,2,4,0,455.00,8,3.7,12
3450.00,Mychel Redfort,mychel.redfort@gmail.com,Mychel,Redfort,111,8,5,10,156.10,8,6,2,0,0,70.13,4,3.7,246
1850.00,Ormond Osgrey,ormond.osgrey@live.com,Ormond,Osgrey,85,7,5,2,171.80,3,6,2,0,0,107.41,5,3.7,40
2670.00,Otho Bracken,otho.bracken@pg.com,Otho,Bracken,205,5,5,5,168.80,0,6,2,0,0,126.80,4,3.7,102
1640.00,Quent,quent@gmail.com,Quent,Quent,50,8,5,1,175.20,3,6,2,0,0,120.34,6,3.7,7
1890.00,Richard Horpe,richard.horpe@yahoo.com,Richard,Horpe,135,6,5,2,162.80,3,6,2,5,0,91.00,5,3.7,32
1550.00,Roose Bolton,roose.bolton@pg.com,Roose,Bolton,103,5,5,2,105.20,1,6,1,9,0,91.16,4,3.7,80
3202.50,Selwyn Tarth,selwyn.tarth@ibm.com,Selwyn,Tarth,84,6,5,1,152.40,2,5,1,13,0,235.95,2,3.7,13
1440.00,Sylwa Paege,sylwa.paege@unitedhealth.com,Sylwa,Paege,51,3,5,7,91.20,5,5,1,7,0,124.68,2,3.7,5
1069.00,Uller,uller@disney.com,Uller,Uller,14,11,5,7,129.00,1,5,2,17,0,58.70,4,3.7,6
2050.00,Xhondo,xhondo@cocacola.com,Xhondo,Xhondo,99,6,5,1,137.00,2,6,1,0,0,78.32,4,3.7,178
2715.00,Jonos Stark,jonos.stark@yahoo.com,Jonos,Stark,111,6,5,5,164.80,1,6,1,2,3,38.43,3,3.4,174
1681.00,Mathos Mallarawan,mathos.mallarawan@protonmail.com,Mathos,Mallarawan,43,7,5,10,145.80,3,6,2,15,4,135.04,4,3.4,44
2050.00,Raynard Ruttiger,raynard.ruttiger@yahoo.com,Raynard,Ruttiger,105,4,5,4,156.70,0,6,2,30,6,140.80,4,3.4,7
2130.00,Daemon I Blackfyre,daemon.i.blackfyre@yahoo.com,Daemon,I Blackfyre,214,8,5,2,135.80,1,5,2,39,7,78.04,4,3.4,240
1920.00,Grazdan zo Galare,grazdan.zo.galare@yahoo.com,Grazdan,zo Galare,148,7,5,2,148.90,0,6,2,0,7,87.65,6,3.4,6
1230.00,Ricasso,ricasso@apple.com,Ricasso,Ricasso,58,4,5,5,216.80,0,5,2,35,7,81.60,9,3.4,14
1520.00,Wayn (guard),wayn.(guard)@gmail.com,Wayn,,40,6,5,9,162.00,2,5,1,5,7,113.93,5,3.4,263
3900.00,Hali,hali@merck.com,Hali,Hali,99,8,5,5,236.50,3,5,2,9,10,170.97,5,3.4,11
1140.00,Larys Strong,larys.strong@goldmansacs.com,Larys,Strong,32,5,5,2,129.80,2,6,2,11,10,111.00,3,3.4,15
2075.00,Olymer Tyrell,olymer.tyrell@microsoft.com,Olymer,Tyrell,52,9,5,2,131.40,4,6,2,0,10,203.03,4,3.4,166
1190.00,Alysanne Bracken,alysanne.bracken@protonmail.com,Alysanne,Bracken,86,4,5,8,94.90,4,6,1,13,18,59.00,3,3.4,11
1365.00,Alys Arryn,alys.arryn@live.com,Alys,Arryn,34,6,5,9,169.40,1,6,2,7,0,86.00,5,3.4,16
2572.50,Arys Oakheart,arys.oakheart@protonmail.com,Arys,Oakheart,115,8,5,6,134.20,2,6,1,11,0,59.40,4,3.4,196
1363.00,Baelor I Targaryen,baelor.i.targaryen@yahoo.com,Baelor,I Targaryen,106,5,5,3,177.50,0,6,2,4,0,115.00,6,3.4,20
2625.00,Crawn,crawn@yahoo.com,Crawn,Crawn,49,5,5,10,164.00,1,6,1,4,0,146.78,5,3.4,72
1805.00,Donella Hornwood,donella.hornwood@passport.com,Donella,Hornwood,96,6,5,7,142.50,1,5,2,34,0,106.75,5,3.4,272
2010.00,Drogo,drogo@mcdonalds.com,Drogo,Drogo,48,6,5,10,172.10,0,5,2,0,0,83.62,5,3.4,105
3526.50,Eggon,eggon@gmail.com,Eggon,Eggon,102,10,5,10,287.20,5,5,2,3,0,108.78,7,3.4,337
1630.00,Emmond,emmond@boeing.com,Emmond,Emmond,103,4,5,1,133.60,2,5,1,5,0,100.00,4,3.4,128
3598.50,Garizon,garizon@yahoo.com,Garizon,Garizon,72,9,6,7,141.90,1,5,2,0,0,43.85,3,3.4,8
1855.00,Gilbert Farring,gilbert.farring@mcdonalds.com,Gilbert,Farring,64,7,6,2,141.40,3,5,2,49,0,90.73,4,3.4,98
1470.00,Godric Borrell,godric.borrell@yahoo.com,Godric,Borrell,122,5,6,6,91.20,0,7,2,0,0,96.72,3,3.4,300
1050.00,Green Gergen,green.gergen@protonmail.com,Green,Gergen,13,11,6,2,98.50,0,6,1,0,0,68.98,2,3.4,12
1979.00,Gulian Qorgyle,gulian.qorgyle@intel.com,Gulian,Qorgyle,53,8,6,9,193.50,3,6,1,0,0,122.84,5,3.4,233
1950.00,Hallis Mollen,hallis.mollen@protonmail.com,Hallis,Mollen,198,4,6,8,203.00,0,6,2,12,0,127.46,6,3.4,298
1640.00,Humfrey Hardyng,humfrey.hardyng@walmart.com,Humfrey,Hardyng,60,7,6,9,129.50,0,6,2,0,0,121.00,4,3.4,196
1805.00,Hyle Hunt,hyle.hunt@me.com,Hyle,Hunt,84,7,6,2,249.90,4,4,1,1,0,96.00,3,3.4,200
1540.00,Jocelyn Swyft,jocelyn.swyft@nike.com,Jocelyn,Swyft,40,8,6,7,162.60,2,5,2,1,0,29.48,4,3.4,106
1799.00,Lucifer Hardy,lucifer.hardy@exxon.com,Lucifer,Hardy,94,5,6,6,126.50,2,5,2,14,0,101.50,4,3.4,4
3094.50,Margaery Tyrell,margaery.tyrell@amex.com,Margaery,Tyrell,94,7,6,9,236.20,1,5,2,36,0,121.00,6,3.4,600
2902.50,Mela,mela@yahoo.com,Mela,Mela,138,7,6,9,222.30,0,4,1,12,0,131.51,6,3.4,1115
1380.00,Osmund Frey,osmund.frey@protonmail.com,Osmund,Frey,139,7,6,8,132.00,0,5,2,0,0,84.64,3,3.4,18
1910.00,Othor,othor@gmail.com,Othor,Othor,84,7,6,2,169.20,1,6,2,4,0,84.37,6,3.4,14
1285.00,Redtusk,redtusk@protonmail.com,Redtusk,Redtusk,93,5,6,3,113.30,0,6,1,13,0,87.64,3,3.4,8
1475.00,Rolph Spicer,rolph.spicer@gmail.com,Rolph,Spicer,47,5,6,5,123.20,1,6,1,47,0,82.74,4,3.4,10
1813.00,Rupert Crabb,rupert.crabb@goldmansacs.com,Rupert,Crabb,61,6,6,1,151.60,1,5,2,12,0,87.03,5,3.4,13
1920.00,Satin,satin@passport.com,Satin,Satin,64,7,6,10,193.00,1,6,2,9,0,110.39,7,3.4,549
3840.00,Symon Silver Tongue,symon.silver.tongue@gmail.com,Symon,Silver Tongue,87,7,6,7,155.70,0,5,1,0,0,35.09,3,3.4,260
2000.00,Talea,talea@gmail.com,Talea,Talea,50,7,6,8,168.80,0,5,2,0,0,127.98,6,3.4,8
4770.00,Tanselle,tanselle@yahoo.com,Tanselle,Tanselle,89,7,6,10,249.70,1,6,2,1,0,186.78,5,3.4,12
1680.00,Torren Liddle,torren.liddle@aol.com,Torren,Liddle,105,4,6,9,164.20,3,5,1,26,0,76.55,5,3.4,19
1760.00,Walder Brax,walder.brax@mmm.com,Walder,Brax,135,6,6,9,125.30,0,6,2,0,0,76.75,4,3.4,38
1150.00,Zhoe Blanetree,zhoe.blanetree@yahoo.com,Zhoe,Blanetree,31,7,6,1,102.80,0,5,2,15,0,87.60,3,3.4,8
825.00,Argrave the Defiant,argrave.the.defiant@me.com,Argrave,the Defiant,14,12,6,1,141.10,3,6,1,6,3,114.00,4,3.2,209
1810.00,Gawen Wylde,gawen.wylde@unitedhealth.com,Gawen,Wylde,95,6,6,2,150.40,0,6,1,10,4,146.49,5,3.2,16
1380.00,Gyloro Dothare,gyloro.dothare@travelers.com,Gyloro,Dothare,82,7,6,9,160.30,1,7,2,0,5,103.50,5,3.2,4
1770.00,Aggar,aggar@protonmail.com,Aggar,Aggar,58,6,6,5,191.30,1,6,1,2,10,79.58,7,3.2,5
1710.00,Aemon Rivers,aemon.rivers@caterpillar.com,Aemon,Rivers,46,5,6,10,170.10,0,6,1,8,14,170.47,4,3.2,20
1440.00,Aegon Targaryen (son of Jaehaerys I),aegon.targaryen.(son.of.jaehaerys.i)@yahoo.com,Aegon,Targaryen ,46,7,6,10,202.00,0,6,2,42,0,85.00,8,3.2,320
